sha,author,date,message
5625,Mozilla Releng Treescript,"November 14, 2024 07:04 AM",no bug Bumping Mobile ln changesets rrelease alnbump DONTBUILD CLOSED TREE ach afbdaceddbacabefcc an afbdaceddbacabefcc ar afbdaceddbacabefcc ast afbdaceddbacabefcc az afbdaceddbacabefcc be afbdaceddbacabefcc bg afbdaceddbacabefcc bn afbdaceddbacabefcc br afbdaceddbacabefcc bs afbdaceddbacabefcc ca afbdaceddbacabefcc cak afbdaceddbacabefcc cs afbdaceddbacabefcc cy afbdaceddbacabefcc da afbdaceddbacabefcc de afbdaceddbacabefcc dsb afbdaceddbacabefcc el afbdaceddbacabefcc enCA afbdaceddbacabefcc enGB afbdaceddbacabefcc eo afbdaceddbacabefcc esAR afbdaceddbacabefcc esCL afbdaceddbacabefcc esES afbdaceddbacabefcc esMX afbdaceddbacabefcc et afbdaceddbacabefcc eu afbdaceddbacabefcc fa afbdaceddbacabefcc ff afbdaceddbacabefcc fi afbdaceddbacabefcc fr afbdaceddbacabefcc fyNL afbdaceddbacabefcc gaIE afbdaceddbacabefcc gd afbdaceddbacabefcc gl afbdaceddbacabefcc gn afbdaceddbacabefcc guIN afbdaceddbacabefcc he afbdaceddbacabefcc hiIN afbdaceddbacabefcc hr afbdaceddbacabefcc hsb afbdaceddbacabefcc hu afbdaceddbacabefcc hyAM afbdaceddbacabefcc ia afbdaceddbacabefcc id afbdaceddbacabefcc is afbdaceddbacabefcc it afbdaceddbacabefcc ja afbdaceddbacabefcc ka afbdaceddbacabefcc kab afbdaceddbacabefcc kk afbdaceddbacabefcc km afbdaceddbacabefcc kn afbdaceddbacabefcc ko afbdaceddbacabefcc lij afbdaceddbacabefcc lo afbdaceddbacabefcc lt afbdaceddbacabefcc ltg afbdaceddbacabefcc lv afbdaceddbacabefcc meh afbdaceddbacabefcc mix afbdaceddbacabefcc ml afbdaceddbacabefcc mr afbdaceddbacabefcc ms afbdaceddbacabefcc my afbdaceddbacabefcc nbNO afbdaceddbacabefcc neNP afbdaceddbacabefcc nl afbdaceddbacabefcc nnNO afbdaceddbacabefcc oc afbdaceddbacabefcc paIN afbdaceddbacabefcc pl afbdaceddbacabefcc ptBR afbdaceddbacabefcc ptPT afbdaceddbacabefcc rm afbdaceddbacabefcc ro afbdaceddbacabefcc ru afbdaceddbacabefcc sk afbdaceddbacabefcc sl afbdaceddbacabefcc son afbdaceddbacabefcc sq afbdaceddbacabefcc sr afbdaceddbacabefcc svSE afbdaceddbacabefcc ta afbdaceddbacabefcc te afbdaceddbacabefcc th afbdaceddbacabefcc tl afbdaceddbacabefcc tr afbdaceddbacabefcc trs afbdaceddbacabefcc uk afbdaceddbacabefcc ur afbdaceddbacabefcc uz afbdaceddbacabefcc vi afbdaceddbacabefcc wo afbdaceddbacabefcc xh afbdaceddbacabefcc zam afbdaceddbacabefcc zhCN afbdaceddbacabefcc zhTW afbdaceddbacabefcc
5626,Mozilla Releng Treescript,"November 14, 2024 07:04 AM",no bug Bumping Firefox ln changesets rrelease alnbump DONTBUILD CLOSED TREE ach afbdaceddbacabefcc af afbdaceddbacabefcc an afbdaceddbacabefcc ar afbdaceddbacabefcc ast afbdaceddbacabefcc az afbdaceddbacabefcc be afbdaceddbacabefcc bg afbdaceddbacabefcc bn afbdaceddbacabefcc bo afbdaceddbacabefcc br afbdaceddbacabefcc brx afbdaceddbacabefcc bs afbdaceddbacabefcc ca afbdaceddbacabefcc cavalencia afbdaceddbacabefcc cak afbdaceddbacabefcc ckb afbdaceddbacabefcc cs afbdaceddbacabefcc cy afbdaceddbacabefcc da afbdaceddbacabefcc de afbdaceddbacabefcc dsb afbdaceddbacabefcc el afbdaceddbacabefcc enCA afbdaceddbacabefcc enGB afbdaceddbacabefcc eo afbdaceddbacabefcc esAR afbdaceddbacabefcc esCL afbdaceddbacabefcc esES afbdaceddbacabefcc esMX afbdaceddbacabefcc et afbdaceddbacabefcc eu afbdaceddbacabefcc fa afbdaceddbacabefcc ff afbdaceddbacabefcc fi afbdaceddbacabefcc fr afbdaceddbacabefcc fur afbdaceddbacabefcc fyNL afbdaceddbacabefcc gaIE afbdaceddbacabefcc gd afbdaceddbacabefcc gl afbdaceddbacabefcc gn afbdaceddbacabefcc guIN afbdaceddbacabefcc he afbdaceddbacabefcc hiIN afbdaceddbacabefcc hr afbdaceddbacabefcc hsb afbdaceddbacabefcc hu afbdaceddbacabefcc hyAM afbdaceddbacabefcc hye afbdaceddbacabefcc ia afbdaceddbacabefcc id afbdaceddbacabefcc is afbdaceddbacabefcc it afbdaceddbacabefcc ja afbdaceddbacabefcc jaJPmac afbdaceddbacabefcc ka afbdaceddbacabefcc kab afbdaceddbacabefcc kk afbdaceddbacabefcc km afbdaceddbacabefcc kn afbdaceddbacabefcc ko afbdaceddbacabefcc lij afbdaceddbacabefcc lo afbdaceddbacabefcc lt afbdaceddbacabefcc ltg afbdaceddbacabefcc lv afbdaceddbacabefcc meh afbdaceddbacabefcc mk afbdaceddbacabefcc mr afbdaceddbacabefcc ms afbdaceddbacabefcc my afbdaceddbacabefcc nbNO afbdaceddbacabefcc neNP afbdaceddbacabefcc nl afbdaceddbacabefcc nnNO afbdaceddbacabefcc oc afbdaceddbacabefcc paIN afbdaceddbacabefcc pl afbdaceddbacabefcc ptBR afbdaceddbacabefcc ptPT afbdaceddbacabefcc rm afbdaceddbacabefcc ro afbdaceddbacabefcc ru afbdaceddbacabefcc sat afbdaceddbacabefcc sc afbdaceddbacabefcc scn afbdaceddbacabefcc sco afbdaceddbacabefcc si afbdaceddbacabefcc sk afbdaceddbacabefcc skr afbdaceddbacabefcc sl afbdaceddbacabefcc son afbdaceddbacabefcc sq afbdaceddbacabefcc sr afbdaceddbacabefcc svSE afbdaceddbacabefcc szl afbdaceddbacabefcc ta afbdaceddbacabefcc te afbdaceddbacabefcc tg afbdaceddbacabefcc th afbdaceddbacabefcc tl afbdaceddbacabefcc tr afbdaceddbacabefcc trs afbdaceddbacabefcc uk afbdaceddbacabefcc ur afbdaceddbacabefcc uz afbdaceddbacabefcc vi afbdaceddbacabefcc wo afbdaceddbacabefcc xh afbdaceddbacabefcc zhCN afbdaceddbacabefcc zhTW afbdaceddbacabefcc
5627,Butkovits Atila,"November 14, 2024 03:33 AM",Backed out changesets bug for causing failures at subresourceanyworkerhtml CLOSED TREE Backed out changeset dfabce bug Backed out changeset ebd bug Backed out changeset ebba bug 
5628,Zach Hoffman,"November 14, 2024 02:09 AM",Bug Send Referer header on refresh rpetervckerschbdomcoresmaug This applies for refreshes resulting from either a meta refresh or the Refresh header Referrer Policy is honored Because exposing the referrer in a new place could have privacy implications this behavior is gated behind a disabled pref until antitracking has been considered in bug Some WPTs that D touches are cleaned up a bit Differential Revision httpsphabricatorservicesmozillacomD
5629,Zach Hoffman,"November 14, 2024 02:09 AM",Bug Use document ReferrerInfo for refreshes rpetervckerschbdomcoresmaug When ReferrerInfo is exposed later in the patch set using the document referrer info instead of mReferrerInfo will matter but for now behavior should be unchanged Optional argument aSendReferrer for the ReferrerInfo constructor is added Because the existing behavior of InitWithDocument setting mSendReferrer to true is acceptable in all other cases the aSendReferrer argument is not passed to InitWithDocument and nsIReferrerInfoidl is unchanged Unused method ReferrerInfoCloneWithNewSendReferrer is removed Differential Revision httpsphabricatorservicesmozillacomD
5630,Zach Hoffman,"November 14, 2024 02:09 AM",Bug Ensure document is nonnull in nsDocShellForceRefreshURI rpetervdomcoresmaug This should be safe to do because Refreshes are applied only to documents and not to subresources Differential Revision httpsphabricatorservicesmozillacomD
5631,Zac McKenney,"November 14, 2024 01:39 AM",Bug Add Ripple color to FirefoxTheme and apply to navigation toolbar randroidreviewerspetru Differential Revision httpsphabricatorservicesmozillacomD
5632,Masayuki Nakano,"November 14, 2024 12:56 AM",Bug Make MoveNodeResult inherit EditActionResult rm kato Currently MoveNodeResult inherits only CaretPoint and has some members which are same as EditActionResult Id like to add DeleteRangeResult which will inherit both CaretPoint and EditActionResult So for making it work with MoveNodeResult its nicer to make MoveNodeResult inherits EditActionResult Differential Revision httpsphabricatorservicesmozillacomD
5633,Butkovits Atila,"November 14, 2024 12:42 AM",Backed out changeset cbacfc bug for causing failures at browser markup search js CLOSED TREE
5634,Mozilla Releng Treescript,"November 14, 2024 12:24 AM",no bug Import translations from androidln rrelease aln CLOSED TREE
5635,mcarare,"November 13, 2024 11:33 PM",Bug Replace GlobalScope usages randroidreviewersjonalmeida Also add and update documentation Differential Revision httpsphabricatorservicesmozillacomD
5636,Ryan VanderMeulen,"November 13, 2024 11:05 PM",Bug Remove Typos suppressions from the Fenix Focus lint baselines randroidreviewersmcarare Differential Revision httpsphabricatorservicesmozillacomD
5637,Ryan VanderMeulen,"November 13, 2024 11:05 PM",Bug Ignore localized strings for the Typos lint randroidreviewersmatttighe Differential Revision httpsphabricatorservicesmozillacomD
5638,David Shin,"November 13, 2024 10:59 PM",Bug Dont crash if implicit scope cannot be found rfirefoxstylesystemreviewersemilio This papers over bug for now Differential Revision httpsphabricatorservicesmozillacomD
5639,Emily McDonough,"November 13, 2024 10:48 PM",Bug Part Use boxed slices for ComputedKeyframes and animations rather than Vecs rfirefoxstylesystemreviewersemilio Differential Revision httpsphabricatorservicesmozillacomD
5640,Emily McDonough,"November 13, 2024 10:48 PM",Bug Part Avoid collecting into a Vec and then converting to boxed slice in a couple places rfirefoxstylesystemreviewersemilio Differential Revision httpsphabricatorservicesmozillacomD
5641,Emily McDonough,"November 13, 2024 10:48 PM",Bug Part Use boxed slice in PrioritizedPropertyIter rather than a Vec rfirefoxstylesystemreviewersemilio Differential Revision httpsphabricatorservicesmozillacomD
5642,Amy Churchwell,"November 13, 2024 10:31 PM",Bug Remove links to Pocket Explore pages at the bottom of New Tab rhomenewtabreviewersmaxx Differential Revision httpsphabricatorservicesmozillacomD
5643,Denis Palmeiro,"November 13, 2024 10:31 PM",Bug Add nimbus support for GC parallel marking rohallandroidreviewersgeckoviewreviewersowlish Differential Revision httpsphabricatorservicesmozillacomD
5644,Nicolas Chevobbe,"November 13, 2024 10:29 PM",Bug devtools Adapt scroll badges in High Contrast Mode rdevtoolsreviewersochameau Differential Revision httpsphabricatorservicesmozillacomD
5645,Ryan VanderMeulen,"November 13, 2024 10:29 PM",Bug Update JUnit to version randroidreviewersmcarare Differential Revision httpsphabricatorservicesmozillacomD
5646,Ryan VanderMeulen,"November 13, 2024 10:29 PM",Bug Update Sentry to version randroidreviewersmcarare Differential Revision httpsphabricatorservicesmozillacomD
5647,Ryan VanderMeulen,"November 13, 2024 10:29 PM",Bug Update AndroidX Paging to version randroidreviewersmcarare Differential Revision httpsphabricatorservicesmozillacomD
5648,Ryan VanderMeulen,"November 13, 2024 10:29 PM",Bug Update AndroidX Navigation to version randroidreviewersmcarare Differential Revision httpsphabricatorservicesmozillacomD
5649,Nicolas Chevobbe,"November 13, 2024 10:28 PM",Bug devtools Make network resume button use contextfill color rdevtoolsreviewersbomsy Differential Revision httpsphabricatorservicesmozillacomD
5650,Nicolas Chevobbe,"November 13, 2024 10:28 PM",Bug devtools Set ariapressed attribute on pauseresume network recording button rdevtoolsreviewersbomsy This allows the state of the button to be announced to screen readers as well as make it follow the styling we have for such buttons We can now rely on the state of the attribute to change the icon Differential Revision httpsphabricatorservicesmozillacomD
5651,Nicolas Chevobbe,"November 13, 2024 10:28 PM",Bug devtools Adapt pressed devtoolsbutton in High Contrast Mode rdevtoolsreviewersochameau The pressed style was reusing toolbarbuttonhoverbackground instead of using the more semantically appropriate toolbarbuttoncheckedbackground The latter was having a very distinct style blue background which didnt match the style we wanted But I dont think the style as used anywhere and seemed more like a relic of a previous design so I updated the variable to mimic what we currently have in regular themes and adapted the colors for High Contrast This way we can extract some selectors into their own rules so we have a more finegrained way to style those We take this as an opportunity to remove the toolbarbuttonfocus variables and the declarations using them as we now have proper focus indicator on the buttons Differential Revision httpsphabricatorservicesmozillacomD
5652,Nicolas Chevobbe,"November 13, 2024 10:28 PM",Bug devtools Dont use toolbarbuttoncheckedbackgroundcolor on nonbutton elements rdevtoolsreviewersbomsy Differential Revision httpsphabricatorservicesmozillacomD
5653,Nicolas Chevobbe,"November 13, 2024 10:28 PM",Bug devtools Cleanup toolbarbuttoncss rdevtoolsreviewersbomsy No element with the devtoolstoolbarbutton class can have a label or a checked attribute or can have toolbarbuttontext items so we can remove some selectors and rules from the stylesheet We take this as an opportunity to refactor the stylesheet with CSS nesting Depends on D Differential Revision httpsphabricatorservicesmozillacomD
5654,Stephanie Cunnane,"November 13, 2024 10:20 PM",Bug Fix Bing followon searches selected from suggestion list that are incorrectly recorded as organicnone in telemetry rStandard Differential Revision httpsphabricatorservicesmozillacomD
5655,Emilio Cobos Álvarez,"November 13, 2024 10:11 PM",Bug Build view transition pseudoelement tree rviewtransitionsreviewersboris Reuse the editors manual NAC machinery for now and hook it into StyleChildrenIterator and co We might need to slightly tweak the setup for selectormatching not sure yet but that should be fine Differential Revision httpsphabricatorservicesmozillacomD
5656,Botond Ballo,"November 13, 2024 10:08 PM",Bug Do not wait for a content response for a hold gesture rhiro A content response will never arrive because the MAYSTART event has a zero delta and so it not dispatched to content Differential Revision httpsphabricatorservicesmozillacomD
5657,Gabriel Luong,"November 13, 2024 10:02 PM",Bug Hide Pocket topic filter and footer when Merino Content Recommendations are enabled randroidreviewersdevota Differential Revision httpsphabricatorservicesmozillacomD
